age,studytime,failures,absences,G1,G2,traveltime,freetime,goout,health,internet,paid,activities,nursery,higher,romantic,famrel,schoolsup,famsup,G3,grade
15,2,1,1,12,10,3,2,4,2,1,0,1,1,0,1,1,1,1,9,D
16,3,3,8,11,13,2,4,4,4,0,1,0,1,0,1,2,0,0,6,F
15,3,1,23,5,16,3,2,4,3,0,1,0,1,0,0,3,1,0,8,D
20,3,0,7,6,12,2,2,4,4,0,0,1,0,1,0,3,0,1,7,D
18,4,1,6,19,19,4,1,3,2,0,0,0,0,1,1,2,1,1,18,A
19,3,0,3,19,6,4,3,1,5,1,0,0,1,1,0,3,0,0,15,B
19,2,0,17,5,17,3,3,3,1,1,1,0,1,1,1,3,0,1,11,C
17,4,0,2,19,13,2,2,2,3,1,1,0,1,1,1,2,1,1,19,A
21,2,3,27,11,9,3,1,3,5,0,0,0,1,0,1,3,1,0,6,F
15,1,0,5,9,5,1,4,4,2,1,0,0,0,0,1,3,1,1,8,D
15,1,1,11,9,5,1,4,3,4,0,0,1,0,1,0,4,1,0,5,F
17,1,0,11,15,8,1,2,1,1,1,1,1,0,1,1,4,1,1,11,C
17,1,0,20,18,8,1,3,2,3,0,1,0,0,0,0,1,1,0,12,C
17,2,0,27,12,16,3,1,3,5,1,1,0,1,1,1,4,1,1,12,C
18,4,0,7,11,10,1,3,1,5,1,0,1,1,0,1,4,1,0,8,D
20,4,1,21,7,15,2,4,3,1,0,0,0,1,1,1,1,0,0,10,C
15,3,0,21,18,5,4,3,2,4,1,1,1,0,0,1,3,1,1,9,D
18,2,1,0,15,14,4,4,3,2,1,0,0,1,1,0,3,1,1,12,C
17,1,1,3,7,17,1,1,4,4,0,0,1,1,0,0,4,0,0,10,C
15,2,2,20,12,16,1,1,3,4,0,0,1,0,1,0,1,0,0,10,C
18,3,0,27,4,10,1,2,1,4,0,0,0,0,1,0,3,0,1,5,F
20,3,0,10,16,8,3,2,3,1,0,1,0,0,0,1,5,0,1,12,C
18,2,0,2,5,17,4,3,1,1,0,0,0,0,0,0,2,1,1,12,C
20,2,3,12,5,9,1,1,2,2,1,1,0,0,1,0,2,1,1,1,F
17,2,2,24,16,11,2,1,3,4,0,1,1,1,1,1,2,0,1,11,C
20,4,0,16,16,13,1,2,2,1,1,0,0,1,0,0,4,0,1,12,C
15,1,1,21,9,16,4,4,2,2,1,1,1,0,0,0,2,1,0,13,C
17,2,0,21,18,17,1,3,3,2,0,1,0,1,0,0,2,1,1,15,B
15,2,0,9,7,15,4,3,1,4,1,0,1,1,1,0,5,1,1,11,C
19,2,0,20,19,7,1,2,2,3,1,1,0,1,1,1,3,1,1,9,D
16,3,1,11,16,16,2,1,2,4,0,1,0,1,0,1,5,0,1,14,B
20,3,0,14,14,10,1,2,3,3,1,1,1,0,1,0,4,1,0,12,C
16,4,1,20,13,9,2,2,3,2,0,1,0,1,1,1,2,0,0,10,C
16,1,1,9,16,19,2,2,3,1,0,1,0,1,0,0,3,0,0,13,C
20,4,1,13,6,13,1,2,3,5,0,1,0,1,1,0,2,0,0,7,D
17,1,0,12,6,5,2,4,3,2,1,1,0,0,0,0,2,1,1,7,D
19,3,0,4,6,18,3,4,4,1,1,1,0,1,0,1,4,0,0,12,C
15,3,0,5,9,11,1,1,3,2,1,0,1,0,1,1,2,1,1,13,C
18,3,0,23,17,13,1,2,1,4,1,0,0,0,1,1,1,0,1,14,B
15,4,0,1,19,19,2,4,2,3,0,0,1,0,0,1,3,1,0,18,A
18,2,2,21,11,12,2,1,1,2,1,1,0,0,0,1,3,0,0,9,D
15,2,0,16,14,8,1,2,1,1,0,1,0,1,0,1,1,0,1,8,D
20,3,0,3,10,13,3,3,4,4,1,1,1,0,1,0,4,1,0,10,C
19,2,0,13,17,7,2,4,3,5,1,0,1,0,0,1,2,1,0,13,C
18,2,0,9,7,9,2,1,2,4,1,0,1,0,0,0,2,0,1,6,F
21,4,0,2,14,19,4,3,1,3,1,0,1,0,0,0,3,0,1,14,B
17,1,0,24,15,11,3,2,3,4,1,1,1,0,0,1,4,1,1,14,B
15,3,2,2,7,14,3,2,3,5,0,0,0,1,1,0,4,0,1,6,F
15,3,0,14,14,18,1,2,4,1,1,0,1,0,1,0,4,1,1,16,B
18,4,3,5,13,6,3,4,4,2,1,1,1,1,0,0,2,1,0,6,F
17,4,2,16,18,13,1,1,4,3,1,0,0,1,1,1,4,0,1,8,D
17,2,0,11,14,14,4,3,2,5,1,1,0,0,1,1,1,1,1,13,C
20,3,2,21,19,14,3,1,1,3,0,0,1,1,1,0,5,0,1,13,C
21,1,0,19,14,4,2,4,4,4,1,1,1,1,0,1,4,1,0,8,D
20,4,1,23,17,19,4,1,4,3,0,1,1,1,1,0,5,1,1,17,A
20,1,0,28,14,7,1,4,4,5,1,1,0,0,1,1,2,0,1,8,D
20,1,2,10,5,18,4,2,1,2,0,1,1,0,0,0,4,1,0,8,D
20,3,2,24,17,7,1,3,1,2,0,1,0,0,0,0,3,0,1,7,D
20,3,1,3,19,4,4,2,4,3,0,0,0,0,1,1,2,1,1,8,D
19,4,1,25,4,12,1,1,4,1,0,1,0,0,1,1,1,1,1,5,F
17,3,0,27,12,6,3,2,3,3,0,1,0,0,0,1,1,1,0,6,F
20,3,0,25,15,8,2,3,4,4,1,1,1,0,0,1,5,1,0,12,C
17,3,0,5,18,19,1,2,2,2,0,1,0,1,0,1,5,0,1,16,B
17,1,0,0,15,9,4,3,2,2,1,0,0,1,0,0,3,1,1,12,C
16,4,1,19,5,11,1,3,4,2,0,1,1,0,1,0,3,1,1,7,D
19,2,0,22,16,9,1,2,1,1,0,0,0,1,0,0,1,1,0,11,C
20,1,3,27,11,6,1,4,3,1,1,1,1,0,1,1,4,0,0,5,F
15,3,0,15,18,9,4,1,1,5,0,1,0,0,1,1,1,0,0,13,C
18,1,1,14,19,4,2,4,4,3,0,0,1,0,1,0,1,0,0,10,C
21,3,0,16,12,7,3,4,2,3,0,0,0,1,0,0,3,0,0,9,D
15,3,2,7,7,9,2,2,3,4,0,0,0,0,0,0,5,1,0,5,F
19,1,2,27,11,19,1,1,1,2,1,1,1,0,1,0,3,1,1,14,B
18,4,0,25,12,10,4,1,1,1,0,0,0,0,1,1,3,1,0,9,D
19,3,0,11,13,14,2,4,4,4,0,1,0,0,1,0,3,0,1,15,B
17,4,1,26,13,16,1,2,3,4,1,0,1,1,1,1,1,0,0,14,B
18,2,0,21,8,14,3,1,2,1,1,0,0,0,1,0,4,1,1,10,C
17,3,0,20,19,13,3,4,4,3,0,1,0,1,0,1,1,1,0,17,A
15,4,0,9,16,6,3,1,3,2,0,0,1,1,0,1,2,1,1,9,D
15,4,0,26,17,12,1,2,1,3,1,0,1,0,0,1,3,0,1,13,C
18,2,0,14,10,15,4,2,4,4,0,1,1,0,1,1,3,1,1,10,C
18,4,0,29,19,15,2,2,1,2,1,1,1,1,1,0,2,1,0,17,A
20,4,0,8,13,10,3,1,1,5,0,1,1,1,0,0,3,0,0,10,C
19,2,0,1,7,17,1,3,4,4,1,0,0,1,0,0,3,0,0,13,C
20,3,3,4,4,4,1,1,4,3,1,0,1,1,1,1,3,1,1,1,F
19,4,0,5,6,5,2,3,4,3,1,0,0,0,0,0,2,0,1,6,F
20,4,3,6,8,4,3,2,4,3,0,0,1,1,0,0,1,1,1,3,F
17,4,0,20,6,14,1,4,4,1,0,0,0,1,0,0,3,1,0,10,C
18,1,0,24,19,12,2,3,1,4,0,1,0,1,1,1,4,1,0,12,C
15,2,0,0,15,12,4,2,2,2,0,0,1,1,1,1,2,1,1,18,A
19,1,0,22,16,10,4,2,2,3,1,1,0,0,0,1,5,0,0,11,C
19,2,0,25,14,13,4,3,4,3,1,0,0,0,1,0,2,0,0,9,D
15,3,0,6,10,6,3,4,1,1,1,1,1,0,0,0,1,0,0,7,D
20,3,0,19,15,16,2,2,2,2,0,0,1,1,0,0,2,1,0,13,C
19,4,0,24,12,18,2,3,2,4,0,0,1,1,1,1,5,1,1,16,B
21,2,1,29,18,8,1,4,2,5,0,1,1,0,1,0,4,1,0,11,C
17,3,0,11,15,18,1,4,1,1,1,0,0,0,1,1,5,0,0,17,A
18,2,0,15,9,7,1,2,4,4,0,1,0,1,0,1,2,0,1,7,D
15,3,1,15,16,19,2,1,4,5,0,0,0,0,0,1,5,1,1,15,B
18,1,0,10,13,10,1,1,4,3,1,0,0,1,0,1,2,0,0,10,C
21,3,0,20,4,17,2,2,3,3,1,1,0,1,1,0,4,0,0,10,C
19,1,3,3,19,12,2,4,3,2,0,0,0,1,0,0,4,0,0,11,C
19,3,0,12,10,15,4,2,3,5,1,1,1,1,0,1,1,0,0,13,C
21,4,1,6,18,5,1,3,1,3,0,0,0,1,0,0,4,1,1,11,C
15,1,3,3,6,16,4,1,2,3,1,0,0,1,0,1,3,0,1,7,D
17,3,0,14,8,11,3,3,2,2,1,0,0,0,1,0,5,1,1,11,C
16,4,0,18,19,19,3,2,1,4,1,0,1,0,1,0,5,0,0,19,A
15,1,0,8,13,18,3,2,1,3,0,0,1,0,1,1,2,1,0,15,B
16,4,0,10,7,12,2,4,4,1,0,0,1,1,0,1,4,1,1,12,C
21,2,0,7,13,13,2,4,4,1,0,0,1,0,0,1,1,0,0,11,C
20,2,1,0,8,17,2,4,3,4,1,1,0,1,0,1,1,1,1,10,C
16,1,0,22,8,13,1,3,3,5,1,0,0,1,1,0,1,1,1,8,D
17,3,0,24,9,12,4,4,1,2,1,0,0,1,1,1,3,0,1,11,C
20,1,3,23,17,17,2,2,3,1,1,0,1,1,1,0,4,1,1,8,D
16,4,1,7,13,13,4,4,2,1,0,1,0,0,1,1,1,0,1,13,C
21,3,0,12,15,17,4,1,1,4,0,1,0,0,1,0,3,1,1,15,B
20,2,0,21,13,10,4,4,1,5,0,0,0,0,0,1,5,0,1,12,C
21,3,0,26,16,18,1,3,2,5,1,0,1,1,1,0,2,0,0,15,B
16,2,0,3,16,12,1,1,4,4,1,0,1,0,1,0,4,0,1,14,B
21,3,0,7,14,12,3,1,4,1,0,1,1,0,1,0,4,0,1,15,B
17,3,0,2,9,17,3,1,2,2,1,0,0,0,0,1,5,0,0,15,B
16,3,2,28,19,6,4,3,2,1,0,1,0,1,1,1,4,1,1,8,D
16,4,0,8,11,7,3,2,3,5,1,0,0,0,1,1,4,1,0,10,C
16,4,0,28,11,19,4,4,1,1,1,1,0,1,1,1,4,0,1,15,B
15,1,0,1,14,5,1,1,3,2,0,1,1,0,0,0,4,1,0,10,C
15,1,0,1,12,13,1,1,2,3,0,0,0,1,0,0,3,1,0,11,C
15,2,1,27,11,6,1,1,3,1,1,0,1,0,1,0,3,1,0,8,D
17,4,1,12,16,14,2,2,2,4,0,0,0,0,1,1,2,0,1,11,C
20,2,1,14,14,14,4,2,3,3,0,0,1,0,1,0,4,0,0,11,C
21,1,0,27,5,8,1,3,3,4,1,0,0,1,1,0,5,1,1,6,F
19,2,0,22,17,8,4,2,4,4,1,0,0,0,0,1,1,0,1,12,C
16,1,0,11,17,9,3,4,2,4,1,0,1,0,1,1,2,0,1,14,B
21,4,0,25,15,16,3,3,3,1,0,1,1,1,0,0,1,1,1,16,B
16,3,0,3,13,10,1,3,1,5,1,0,0,1,1,1,1,0,1,12,C
17,4,1,25,15,10,4,4,3,3,1,0,0,1,0,1,4,0,1,13,C
16,2,0,7,14,4,1,4,3,2,1,1,0,1,0,1,5,0,1,8,D
15,2,0,8,18,19,3,4,1,5,1,0,1,0,1,1,1,0,0,19,A
19,4,0,22,19,17,1,3,2,1,1,0,0,0,0,0,1,0,1,20,A
18,4,0,4,4,19,4,3,4,4,0,0,1,1,1,0,2,1,1,14,B
16,1,0,23,13,5,3,3,4,2,1,0,0,0,0,0,5,0,0,8,D
21,2,3,19,5,15,2,4,4,3,1,1,0,1,0,0,5,0,1,4,F
15,2,1,17,5,12,3,4,1,5,0,1,0,0,1,0,1,1,0,4,F
18,4,3,10,15,13,2,1,3,5,1,0,0,1,1,1,5,1,0,11,C
19,3,0,14,6,5,1,2,2,2,1,0,1,0,0,0,2,0,1,4,F
18,2,0,27,13,9,1,1,3,1,0,1,1,1,0,0,2,1,1,8,D
15,3,0,21,10,14,4,4,4,3,1,0,0,1,1,1,2,0,0,10,C
20,4,0,8,5,14,2,3,3,2,0,1,0,0,1,1,4,1,1,10,C
20,4,1,16,17,19,1,4,1,4,1,1,0,0,1,1,1,0,0,16,B
18,1,0,26,19,4,2,2,1,3,0,1,1,0,0,0,5,1,0,10,C
17,2,0,25,4,6,1,1,2,5,0,0,0,1,1,1,2,0,1,4,F
21,3,0,11,19,5,3,1,2,2,1,0,1,0,1,1,1,1,0,14,B
21,1,0,6,17,6,1,3,4,5,0,0,1,1,0,1,1,0,1,10,C
18,2,1,9,9,8,4,1,2,5,0,1,1,0,1,0,4,0,1,6,F
16,1,0,24,12,14,3,1,3,5,1,0,1,0,1,1,5,0,0,12,C
16,4,0,25,18,13,4,4,1,1,1,0,0,1,1,1,5,1,0,18,A
21,2,0,24,6,19,3,1,1,5,0,1,0,1,1,0,2,1,1,12,C
21,1,0,9,9,9,2,1,1,4,1,0,1,0,0,1,2,0,1,8,D
20,1,1,26,6,12,4,1,2,4,0,0,0,1,1,0,1,0,1,4,F
17,3,2,12,17,15,1,3,1,3,0,0,0,1,1,0,5,0,0,12,C
15,1,3,18,16,14,2,3,1,5,1,1,0,0,1,1,5,0,1,9,D
16,2,1,10,4,18,1,4,1,5,1,0,1,1,1,0,2,1,0,9,D
21,2,0,12,17,18,3,1,4,2,0,1,0,0,1,1,3,1,0,14,B
20,3,1,20,16,19,3,3,4,1,1,1,0,0,1,1,1,1,0,14,B
19,2,0,7,19,13,1,3,2,3,1,1,0,1,0,1,5,0,1,17,A
20,4,0,7,15,15,1,4,1,5,0,0,0,0,0,1,4,0,0,17,A
16,2,1,3,8,15,2,2,2,2,0,0,0,1,0,0,4,1,1,8,D
16,2,0,14,13,16,1,1,1,1,0,0,0,0,1,1,3,1,0,15,B
20,1,2,27,17,7,4,3,1,3,0,1,0,1,1,1,2,1,1,5,F
15,1,0,10,16,10,4,4,1,3,0,1,0,1,1,1,2,1,1,14,B
18,2,0,10,14,9,1,4,2,5,0,0,0,1,0,0,2,0,0,11,C
16,3,1,0,7,5,4,4,2,3,1,1,0,1,1,0,4,0,1,7,D
20,1,2,16,10,13,1,3,1,2,0,0,1,1,0,1,2,0,0,4,F
21,3,0,14,9,14,2,1,3,3,1,0,0,0,1,0,4,1,0,13,C
20,2,0,19,13,14,4,2,2,4,1,0,1,0,1,0,3,0,0,13,C
17,2,0,5,10,14,4,1,4,2,0,0,0,1,0,1,1,1,0,13,C
18,4,0,23,8,18,1,4,2,1,1,0,1,0,0,1,5,1,0,14,B
19,1,0,21,18,18,4,4,1,1,0,0,1,1,0,1,3,1,0,16,B
15,2,1,27,18,11,3,2,3,5,1,0,0,1,0,1,4,1,0,10,C
19,4,0,24,7,10,2,1,1,5,0,1,1,0,0,1,3,1,1,10,C
18,1,1,14,19,18,2,4,4,4,0,0,1,0,0,0,5,0,0,15,B
18,2,0,8,10,18,4,4,2,1,0,1,1,1,1,1,1,0,0,12,C
18,2,0,13,10,10,4,1,2,1,0,1,0,1,0,1,5,0,1,8,D
19,1,1,17,9,17,3,4,1,1,1,0,1,1,1,1,4,1,1,8,D
21,1,0,25,11,18,3,1,1,1,1,1,1,1,1,1,5,0,0,12,C
18,1,0,16,7,11,4,4,4,3,1,1,0,1,1,1,3,1,0,10,C
20,2,0,17,13,15,4,1,3,2,1,1,1,1,1,0,2,0,0,14,B
19,2,3,4,8,15,3,2,4,2,1,0,1,0,1,1,3,1,1,6,F
18,4,1,19,7,16,1,4,3,4,0,0,1,1,0,0,4,1,0,11,C
20,3,0,19,15,17,3,2,2,3,0,0,0,1,0,1,1,0,1,14,B
21,1,0,8,4,14,1,4,3,1,0,0,1,0,0,1,5,1,0,8,D
17,2,0,10,15,4,2,4,3,1,0,0,0,1,1,1,1,0,0,9,D
21,2,1,23,11,18,2,3,2,5,0,1,1,1,0,0,4,0,1,13,C
18,1,1,21,4,16,3,1,2,5,1,1,1,0,1,1,5,0,0,5,F
19,3,0,0,8,4,1,2,2,4,0,0,1,1,1,1,3,1,0,6,F
16,1,0,17,18,11,3,2,4,1,0,1,1,0,1,1,3,1,0,11,C
18,3,0,5,9,7,3,2,2,4,1,1,0,1,1,1,4,1,1,9,D
16,2,1,26,9,8,1,1,1,3,1,1,1,0,0,1,5,1,0,8,D
20,3,1,1,16,11,3,3,2,2,0,1,0,0,0,1,3,0,0,11,C
17,4,0,14,8,8,2,2,2,1,0,0,1,0,0,1,4,1,1,8,D
15,2,0,28,19,13,4,1,2,3,1,0,0,1,0,0,4,0,1,16,B
21,4,0,25,6,19,4,4,3,1,0,0,1,1,0,1,1,0,0,14,B
17,1,3,20,18,7,3,2,4,5,0,1,1,0,1,1,3,1,0,6,F
18,1,0,13,8,15,1,2,2,4,0,1,0,0,0,1,5,1,1,11,C
16,1,1,4,15,9,1,3,4,5,1,0,0,1,1,0,3,0,0,8,D
21,3,0,5,11,16,2,2,1,2,0,0,0,1,1,0,3,1,0,16,B
16,2,0,5,17,18,1,2,1,5,0,1,0,1,1,1,3,0,1,20,A
19,1,0,29,5,15,1,4,2,1,1,0,1,1,0,0,4,1,0,9,D
16,1,0,21,19,8,2,1,1,5,1,0,0,1,1,1,2,1,0,9,D
19,2,0,29,9,17,3,1,4,1,1,1,0,0,1,1,2,0,1,11,C
20,1,1,17,12,10,4,3,3,2,0,1,0,1,0,0,1,0,0,9,D
21,4,0,13,11,19,2,4,2,5,1,0,1,0,1,1,3,0,0,15,B
21,2,0,9,17,17,3,1,1,4,0,1,1,1,1,0,2,1,0,18,A
15,2,0,13,14,13,2,4,4,4,1,0,1,0,1,0,1,1,1,14,B
18,2,3,12,11,10,3,1,4,4,0,1,1,0,0,0,4,1,0,4,F
19,4,1,29,11,16,2,4,1,5,1,1,0,1,1,1,3,0,1,12,C
15,2,0,2,18,7,3,3,4,5,0,0,1,0,1,1,5,0,1,11,C
16,4,3,29,16,15,2,2,4,5,0,1,0,0,0,1,4,1,0,10,C
16,2,0,5,10,16,3,3,2,1,1,0,1,0,0,1,1,0,1,12,C
15,3,0,28,11,8,2,1,4,2,1,1,0,0,1,1,4,1,0,11,C
21,1,1,7,16,16,4,3,1,4,0,0,0,1,0,1,5,0,0,16,B
16,3,1,11,9,6,4,2,2,1,1,1,0,0,0,1,4,1,0,4,F
20,1,1,12,5,18,1,3,1,4,0,1,0,1,0,0,1,1,1,6,F
20,4,0,10,5,7,3,1,3,1,1,0,0,0,0,1,5,1,0,7,D
15,3,0,11,11,18,2,1,1,5,1,1,1,1,0,1,5,0,0,12,C
19,2,2,0,14,17,3,3,1,4,0,0,0,1,0,1,4,0,0,12,C
19,1,0,16,4,7,4,2,2,5,1,1,0,1,0,0,5,1,1,6,F
15,1,0,15,9,6,3,3,4,4,1,1,0,0,1,0,4,1,1,9,D
19,3,0,10,16,16,2,2,1,3,0,0,0,1,0,0,3,1,0,16,B
21,4,0,12,19,13,3,4,2,1,0,1,1,1,0,1,5,1,0,16,B
21,3,0,17,9,8,2,2,3,3,1,1,1,0,0,0,4,1,0,6,F
19,4,2,10,19,19,4,4,2,1,0,0,0,1,1,0,3,1,0,16,B
20,4,0,27,14,8,4,3,2,2,1,1,0,0,0,1,5,0,1,11,C
19,1,0,11,7,14,4,2,4,4,1,0,0,0,0,1,3,0,1,11,C
21,3,0,5,15,10,1,4,1,2,0,0,0,1,1,1,5,0,1,12,C
17,3,2,8,14,7,4,4,3,2,0,0,1,0,0,0,1,0,1,7,D
18,4,0,15,16,16,3,4,2,1,0,1,1,0,1,1,1,1,1,14,B
16,3,0,3,18,7,1,1,1,3,0,1,0,0,1,1,4,1,1,9,D
17,2,1,2,14,12,4,3,1,5,0,0,0,1,0,1,2,1,1,9,D
19,2,2,27,19,9,3,4,2,1,0,1,0,0,1,1,1,0,0,7,D
20,3,1,15,16,18,3,2,1,5,1,0,0,0,0,1,2,0,0,15,B
15,3,2,23,13,7,3,4,2,2,1,1,0,0,0,1,3,1,0,6,F
19,4,0,26,6,5,2,1,2,5,0,0,1,1,1,0,3,0,0,5,F
20,2,1,25,16,9,1,3,2,3,1,0,1,0,1,1,2,0,0,9,D
18,2,0,29,14,19,3,1,3,1,1,1,0,1,0,0,4,1,0,10,C
19,1,1,24,6,19,2,1,2,3,1,0,1,0,0,0,5,1,1,12,C
21,4,1,11,18,5,4,1,4,3,1,0,1,1,1,1,2,1,0,9,D
15,1,1,10,18,8,3,2,1,1,0,1,1,1,0,0,2,0,1,10,C
20,2,1,4,19,9,2,3,3,3,1,0,0,1,0,0,2,1,0,10,C
20,4,0,24,16,7,3,3,1,4,1,0,1,0,0,0,2,1,1,13,C
20,3,0,17,16,17,1,2,3,4,0,1,1,0,1,1,2,1,1,16,B
18,4,3,18,4,16,1,3,4,4,0,0,0,0,0,0,4,0,0,4,F
19,3,2,22,6,6,4,1,3,5,0,0,1,1,0,0,1,0,0,2,F
18,3,0,22,7,10,3,3,3,3,0,0,0,0,0,0,5,1,0,11,C
16,4,0,5,14,5,2,2,3,1,1,0,1,0,1,0,1,1,0,11,C
16,3,0,21,14,16,4,1,1,1,0,0,0,1,1,1,2,0,0,14,B
19,1,1,17,8,14,3,2,2,5,1,0,0,0,1,1,1,0,1,7,D
21,2,1,25,6,17,4,4,1,1,1,0,1,0,0,0,4,1,0,6,F
18,3,0,5,9,9,2,1,2,4,0,0,1,1,1,1,3,0,1,9,D
15,1,0,3,14,16,4,1,1,3,0,1,0,1,0,1,1,1,1,14,B
20,3,1,11,17,7,4,3,4,1,0,0,0,0,1,0,5,1,1,12,C
20,2,1,18,18,9,4,1,4,1,0,0,1,1,0,1,4,0,0,7,D
19,1,0,28,15,7,3,2,3,2,0,1,1,0,1,1,3,1,0,8,D
21,2,0,26,19,7,2,3,4,2,0,0,1,0,0,0,4,1,0,11,C
16,2,0,28,8,18,1,4,3,2,1,0,1,0,0,0,2,0,0,11,C
16,1,0,1,6,7,3,2,2,3,1,0,0,0,1,1,3,1,0,7,D
20,1,0,16,9,12,1,4,4,4,1,0,0,0,0,1,5,0,0,9,D
19,1,1,10,9,10,1,4,2,4,1,0,0,1,1,1,3,1,1,8,D
18,4,2,10,18,6,3,4,1,4,0,0,1,1,1,1,5,1,0,8,D
16,1,0,20,17,6,3,1,2,3,0,1,1,0,0,0,2,0,1,11,C
18,1,1,15,11,9,2,2,1,3,1,1,0,1,0,0,5,0,1,8,D
21,1,0,1,5,9,2,2,2,2,1,1,0,1,1,0,4,0,0,7,D
16,1,0,1,4,7,4,1,2,1,1,1,0,0,1,0,1,0,0,8,D
16,3,0,22,19,18,1,3,4,5,0,1,0,1,1,0,4,0,0,20,A
17,4,0,7,7,18,2,4,2,5,0,0,0,1,0,1,4,0,0,14,B
16,2,1,12,19,12,4,2,4,1,0,0,0,0,1,1,3,1,0,9,D
15,1,3,9,10,7,2,1,4,2,1,0,1,0,0,0,2,0,0,6,F
19,3,0,7,18,12,3,4,3,1,1,0,0,0,0,0,1,1,1,16,B
19,3,0,29,19,19,2,3,3,1,0,0,0,0,1,0,5,0,1,20,A
18,3,1,3,14,7,1,3,1,5,0,1,0,0,1,1,3,1,1,11,C
21,2,0,14,13,5,2,4,2,2,1,1,0,0,0,1,2,1,1,11,C
16,1,0,29,6,5,1,3,1,3,1,0,0,0,0,1,1,0,1,6,F
15,4,1,0,6,8,3,2,2,5,0,0,0,1,0,0,4,1,1,9,D
18,4,0,10,19,7,1,2,3,3,1,0,0,0,0,0,2,1,0,16,B
17,3,0,6,8,10,2,2,3,2,0,1,1,1,1,0,2,1,0,10,C
18,2,0,16,8,17,4,3,2,1,0,1,0,1,0,0,2,0,0,9,D
18,2,1,26,16,14,3,2,2,4,1,0,1,0,1,0,4,0,1,12,C
16,2,0,19,13,8,2,1,3,4,1,1,1,1,1,1,5,1,1,11,C
17,4,0,23,6,9,3,2,3,2,1,0,1,1,1,0,3,0,1,8,D
18,3,1,17,12,13,3,2,1,4,0,1,0,1,0,1,5,0,0,9,D
15,1,0,21,7,7,2,3,3,3,1,1,0,0,0,1,1,1,0,4,F
15,4,1,28,16,16,2,2,2,4,1,0,0,1,1,1,3,1,0,13,C
19,3,0,21,16,15,4,4,1,2,0,1,0,1,1,1,1,0,1,16,B
17,3,3,11,18,5,3,1,2,2,0,1,0,0,1,1,4,0,1,9,D
17,1,0,8,6,16,3,3,4,3,1,0,0,1,1,0,5,0,1,12,C
19,1,0,4,14,13,2,1,1,4,0,1,0,1,0,0,2,1,0,14,B
18,1,0,9,5,12,1,4,2,4,0,0,0,1,1,0,3,0,1,8,D
17,2,0,3,13,13,2,3,3,1,0,1,0,1,0,1,2,0,0,10,C
15,1,2,4,16,18,3,3,4,5,1,0,0,1,0,1,1,0,0,12,C
15,3,3,27,14,10,2,2,2,2,1,0,1,0,0,1,2,1,0,6,F
16,1,0,27,12,7,4,1,1,1,0,1,0,1,0,1,2,1,0,7,D
17,3,0,9,7,6,1,4,2,2,0,1,0,0,1,1,4,1,0,7,D
18,4,1,10,19,13,2,4,4,1,0,0,0,1,0,1,4,0,0,15,B
19,2,2,20,6,17,4,3,1,5,1,1,1,0,1,0,5,0,0,9,D
19,4,0,23,10,18,3,2,4,1,0,1,0,0,0,1,1,1,1,13,C
18,4,0,9,11,19,2,3,2,2,0,1,0,0,1,1,4,0,0,12,C
21,3,0,27,14,6,3,3,3,4,1,0,1,1,1,0,4,0,1,9,D
20,4,1,7,17,12,4,3,3,2,0,0,0,1,1,1,5,0,0,14,B
16,3,0,1,5,8,3,3,2,3,1,0,1,1,1,0,3,1,0,10,C
19,1,0,22,10,16,4,4,2,3,1,1,1,1,1,0,5,0,0,11,C
17,1,0,7,15,18,4,4,2,3,1,1,1,1,0,0,2,0,1,16,B
16,3,1,15,8,6,4,3,1,3,0,0,1,0,1,1,2,1,0,6,F
17,1,0,26,18,18,2,3,4,5,0,0,0,0,0,0,4,0,0,15,B
21,2,0,21,14,8,3,2,4,4,1,1,1,0,1,0,4,1,1,12,C
15,4,0,4,8,19,3,3,4,4,0,1,1,1,0,1,5,0,1,13,C
16,2,0,26,6,5,1,4,2,2,1,1,0,1,0,0,5,1,1,4,F
19,4,0,24,8,14,1,1,4,1,0,1,0,0,0,1,1,1,1,11,C
16,1,0,28,15,7,1,4,2,2,1,0,0,1,1,1,2,0,0,9,D
16,2,0,2,5,13,1,2,1,2,1,1,1,1,0,0,5,0,0,10,C
16,1,0,11,7,5,3,4,3,2,0,1,0,0,1,1,3,1,1,5,F
20,4,0,12,9,5,4,1,2,2,0,0,1,0,1,1,1,0,0,8,D
16,3,1,12,4,15,4,3,2,4,0,0,1,1,0,0,5,1,1,8,D
17,3,1,9,13,11,2,1,3,1,0,1,0,1,0,0,4,0,1,11,C
15,2,0,3,7,4,4,3,3,2,1,0,0,0,1,0,5,0,1,6,F
21,1,1,8,9,19,3,3,1,4,1,1,0,1,1,0,4,0,0,11,C
18,1,0,21,12,19,3,4,4,2,0,1,0,0,1,1,4,0,1,14,B
16,2,0,23,17,19,3,4,2,3,0,0,0,0,1,0,2,1,0,17,A
19,3,0,22,14,17,2,4,4,2,1,0,0,0,1,0,2,1,0,15,B
16,4,0,26,19,10,1,2,2,2,0,1,1,1,1,0,5,0,0,17,A
19,2,1,1,14,8,4,4,1,5,0,0,1,0,0,1,5,0,1,8,D
17,4,1,18,16,18,3,2,3,3,0,1,0,0,1,1,3,0,0,15,B
19,3,1,0,5,14,3,4,1,1,0,1,1,1,1,1,1,0,1,6,F
18,1,0,24,14,11,1,3,3,2,1,1,1,0,0,1,1,0,0,11,C
